Image URL,Name,Supplier Name,Published Date,Topics,ProductDescription,Reason for recall,Hazard,Consumer should do,SupplierName-Recall,SupplierWebsite,SupplierWebsite-href,TradersList,Sale Period,Product-sold,CountryofManufacture,RecallAdvertdoc,RecallAdvertdoc-href,Regulator-responsibleforthis
https://www.productsafety.gov.au/system/files/styles/media_library/private/Automated%20Sliding%20Gate%20Opener%20Motor%20Model%20GTR156.jpg?itok=qylnw64O,Automated Sliding Gate Opener Motor Model GTR156,Richmond Engineering Company Proprietary Limited,1 December 2022,"
  
  Home and garden
  Home electrical appliances","
  240V AC Powered Sliding Gate Opener Motor suitable for gates up to 1200kg
 
 Richmond Wheel & Castor Co Model GTR156
 
 The gate motor assembly is mounted on a metal frame and has a plastic housing covering the motor and electrical components. It does not state the model number on it but visually looks like the one shown.
 
 This recall does not affect any other models.
 
  
 
  See a list of details to help identify the product.",The main supply cord may be incorrectly wired to the power terminal block.,Risk of electrical shock causing serious injury or death.,"Consumers should open their gate and immediately stop use of the GTR156 powered gate opener and unplug it from the power supply.Consumers should visit the Richmond Wheel and Castor Co website at https://www.richmondau.com/gtr156-safety-check/ (link is external) to access and download instructions on how to operate their gate manually and what steps to take to confirm if their gate motor is affected.Consumers can obtain assistance in identifying if their gate motor is affected by this recall, by uploading pictures of their gate motor at https://www.richmondau.com/gtr156-safety-check/ (link is external)and following the instructions as directed. A service technician will contact you once they have reviewed the images provided.
 
 
 Richmond Wheel & Castor Co will respond to all consumers to confirm if their gate motor is affected or not. If affected, arrangements will be made for a technician to visit consumers and carry out the necessary, repair onsite.For further information please contact Richmond Wheel & Castor Co by phone on 1300 474 246, email at gatesupport@richmondau.com(link sends email) or via the website https://www.richmondau.com(link is external)",Richmond Engineering Company Proprietary Limited(link is external),Richmond Engineering Company Proprietary Limited(link is external),https://www.richmondau.com/,"Bunnings, Richmond Wheel & Castor Co and AdMerch","1 November 2017
  - 30 September 2022",Nationally,China,Recall advertisement.pdf 151.17 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2972.pdf,Quote PRA number 2022/19631 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Wooden%20Baby%20Rattles.jpg?itok=RhcS3MyC,Wooden Baby Rattle,LaserLuxe,29 November 2022,"
  
  Kids' toys
  Rattles and toy teethers
  Toys for babies and toddlers","
  Wooden baby rattle
 
  
 
  See a list of details to help identify the product.",The rattle does not comply with the size and shape requirements of the mandatory safety standard for toys for children up to and including 36 months of age.,"The rattle may pose a choking or suffocation hazard for young children, which can lead to severe injury or death.","Consumers should immediately stop using the rattle. Consumers should destroy the product and contact LaserLuxe to arrange a full refund of the rattle.Consumers should to provide a photograph to show the product has been destroyed. If the product has already been disposed of, consumers should notify LaserLuxe so that the safe disposal of the products can be monitored.For more information, consumers can contact LaserLuxe via email at laserluxe@outlook.com(link sends email)",LaserLuxe(link is external),LaserLuxe(link is external),https://www.etsy.com/au/shop/LaserLuxe,Laser Luxe Designs,"31 August 2021
  - 16 November 2022",NationallyOnline,China,Recall advertisement.pdf 1016.97 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2967.pdf,Quote PRA number 2022/19648 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Vicks%20VapoRub%20Xtra%20Strong%20100g%20Incorrect%20label.png?itok=RedN6DMX,Vicks VapoRub Xtra Strong 100g,Procter & Gamble Australia Pty Ltd,28 November 2022,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  Vicks VapoRub Xtra Strong 100g
 
 Batch number: 222605
 
 ARTG 372739
 
 (Vicks VapoRub Xtra Strong Vaporizing Ointment)
 
 Product for topical application to relieve cough & cold symptoms
 
  
 
  See a list of details to help identify the product.",Some 100g jars of Vicks VapoRub Xtra Strong in batch number 222605 have been incorrectly labelled as Vicks VapoRub.,"Use of Vicks Vaporub Xtra Strong may cause allergic reactions (rash, blister, hives, peeling, itching or swelling) in some consumers.","Check the packaging carton or the jar label for the affected batch number. Alternatively, the affected product will have a VapoRub Xtra Strong red lid and the standard Vicks VapoRub ointment 100g label with a green element (as pictured).
 
 
 If you have a jar of Vicks VapoRub Xtra Strong 100g from batch 222605, do not use it.
 
 Return it to the place of purchase for a refund or call our customer service line to arrange the return of affected product and refund.For more details see https://apps.tga.gov.au/Prod/sara/arn-detail.aspx?k=RC-2022-RN-01398-1(link is external)For further information contact Customer Service by phone on 1800 028 280.",Procter & Gamble Australia Pty Ltd(link is external),Procter & Gamble Australia Pty Ltd(link is external),https://anz.pg.com/,"Chemist Warehouse and My Chemist stores in NSW, Vic and TAS","13 October 2022
  - 2 November 2022",New South WalesTasmaniaVictoria,,Recall advertisement.pdf 190.2 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2969.pdf,Quote PRA number 2022/19649 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Detox%20%2B%20Debloat%20tablets_1.png?itok=Va36sgD2,Detox + Debloat,JSHealth Vitamins Pty Ltd,28 November 2022,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  JSHealth Vitamins Pty Ltd — Detox + Debloat
 
 AUST L 309600
 
 Affected batch numbers are:
 
 • B23434
 
 • B23441
 
 • B23462
 
 • B23463
 
 • B23485
 
 • B211091
 
 • B211111
 
 • B211161
 
 • B211231
 
 • B211341
 
 Supplied between November 2020 and October 2022
 
 Expiry Date Range: November 2022 to March 2024
 
  
 
  See a list of details to help identify the product.",Detox + Debloat tablets contains an extract from Foeniculum vulgare (fennel seeds). The bottle does not have required pregnancy and children warning statements on the label.,"This medicine should not be taken by women who are pregnant, likely to become pregnant or are breast-feeding or children under 12 years of age.","Consumer should return their affected bottle to the place of purchase to receive a refund.
 
 If purchased online, consumer customers should visit https://www.danddlabelrecall.com.au/(link is external) to process the recall and receive a refund.
 
 For more details see https://apps.tga.gov.au/Prod/sara/arn-detail.aspx?k=RC-2022-RN-01392-1(link is external) and https://www.tga.gov.au/safety/product-recalls/detox-debloat(link is external)For further information contact JSHealth Vitamins customer service on 0405 802 877 between 9:30am – 4:30pm, Monday to Friday.",JSHealth Vitamins Pty Ltd,,,"Sold in pharmacies nationally, and online through the JSHealth Vitamins website.","1 November 2020
  - 31 October 2022",NationallyOnline,,,,Quote PRA number 2022/19644 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/DreamWear%20Full%20Face%20Mask%20and%20DreamWisp%20Nasal%20Mask%20Wisp%20and%20Wisp%20Youth%20Nasal%20Mask%20and%20Amara%20View%20Full%20Face%20Mask.jpg?itok=CPOAUsPb,"DreamWear Full Face Mask, DreamWisp Nasal Mask with Over the Nose Cushion, Wisp Nasal Masks and Wisp Youth Nasal Masks, Amara View Minimal Contact Full-Face Mask and Therapy Mask 3100 NC/SP",Philips Electronics Australia Ltd,23 November 2022,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  Patient Interface devices (face and nasal masks)
 
 DreamWear Full Face Mask, DreamWisp Nasal Mask, Wisp and Wisp Youth Nasal Mask and Amara View Full Face Mask
 
 Multiple part numbers (see attached list)
 
 ARTGs 301663, 194980, 209222, 225674
 
  
 
  See a list of details to help identify the product.","The affected masks contain magnets which can potentially affect the functioning of implanted medical devices such as metal splinters in the eyes, brain shunts, aneurysm clips, pacemakers, implantable cardioverter defibrillators, defibrillators, VP shunts, and neurostimulators used in and around the neck or any implanted medical device impacted by magnetic fields.Philips Respironics is updating the existing contraindications and warnings on the Instructions For Use (IFU) to strengthen the current labelling and warnings related to magnets.","If the mask magnets are placed less than 6 inches (approx. 15.24 cm) away from a metallic implant or device, the magnets may cause the device to not function as intended. This can result in serious injuries. Possible impacts may include seizure, arrhythmia, irregular blood pressure, change in heartbeats and cognitive issues.","Consumers should read and follow the updated warnings and Instructions For Use (IFU) and take appropriate action:Patients, Household Members, Caregivers and Bed Partners with a medical implant and/or device(s):Must ensure the mask is kept at least 6 inches (approximately 15.24cm) away from the medical implant(s) and/or device(s)Patients should stop using the affected mask if the implant and/or medical device is contraindicated against the mask magnets.Patients should consult their physician immediately to determine if another mask can be used for their therapy and in the interim, switch to a non-magnetic mask if available, for continued therapy.Patients should properly dispose of the mask that has magnets after an alternative is obtained.If patients do not have implanted medical devices, or metallic splinters in their eyes, then no action related to patients is needed.If you are affected or need further information, please contact the Philips Sleep and Respiratory Care hotline on 180 830 517 to organise a suitable remediation which may include a replacement mask or clips to replace the magnets.For more details see https://apps.tga.gov.au/Prod/sara/arn-detail.aspx?k=RC-2022-RN-01171-1(link is external)",Philips Electronics Australia Ltd(link is external),Philips Electronics Australia Ltd(link is external),https://www.philips.com.au/,Hospital and Healthcare Services,,NationallyInternationalOnline,,Identifying numbers list.xlsx 16.22 KB,https://www.productsafety.gov.au/system/files/Identifying%20numbers%20list_1.xlsx,Quote PRA number 2022/19641 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Roundup%20F%20Weedkiller%20Fast.jpg?itok=dm-WDZSM,Roundup F Weedkiller Fast,Evergreen Garden Care Australia Pty Ltd,21 November 2022,"
  
  Home and garden
  Garden tools and products
  Industry, tools and machinery
  Farm equipment and supplies","
  Roundup F Weedkiller Fast
 
 5L refill pack of ready to use herbicide
 
 APVMA registration number: 60737
 
 APVMA approved label number: 127986
 
 Batch number(s): AAC2B5550, AAC2E5860, AAC2F5973, AAC2G6035 
 
  
 
  See a list of details to help identify the product.","Due to packaging damage, there is a risk that the user may be exposed to the contents of the product.",Exposure to the product may cause serious eye irritation.,"Consumers should stop using the affected product. If you are in possession of a damaged container of product please contact the Evergreen Garden Care Consumer Advice Line on 1800 635 797.For further information, please direct all calls and any queries concerning the recall to the Consumer Advice Line on 1800 635 797.",Evergreen Garden Care Australia Pty Ltd(link is external),Evergreen Garden Care Australia Pty Ltd(link is external),http://www.lovethegarden.com/,Bunnings Warehouse stores,"1 March 2022
  - 16 September 2022",Nationally,Australia,Recall advertisement.pdf 195.63 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2961.pdf,Quote PRA number 2022/19609 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Roundup%20P%20Weedkiller%20Path.jpg?itok=Yk03kfL3,Roundup P Weedkiller Path,Evergreen Garden Care Australia Pty Ltd,21 November 2022,"
  
  Home and garden
  Garden tools and products
  Industry, tools and machinery
  Farm equipment and supplies","
  Roundup P Weedkiller Path
 
 5L refill pack of ready to use herbicide
 
 APVMA registration number: 60737
 
 APVMA approved label number: 127988
 
 Batch number(s): AAC2G6115, AAC2D5831, AAC2F6032 
 
  
 
  See a list of details to help identify the product.","Due to packaging damage, there is a risk that the user may be exposed to the contents of the product.",Exposure to the product may cause serious eye irritation.,"Consumers should stop using the affected product. If you are in possession of a damaged container of product please contact the Evergreen Garden Care Consumer Advice Line on 1800 635 797.For further information, please direct all calls and any queries concerning the recall to the Consumer Advice Line on 1800 635 797.",Evergreen Garden Care Australia Pty Ltd(link is external),Evergreen Garden Care Australia Pty Ltd(link is external),http://www.lovethegarden.com/,Bunnings Warehouse stores,"1 March 2022
  - 16 September 2022",Nationally,Australia,Recall advertisement.pdf 215.38 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2965.pdf,Quote PRA number 2022/19610 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Roundup%20T%20Weedkiller%20Tough.jpg?itok=hqs0jdLp,Roundup T Weedkiller Tough,Evergreen Garden Care Australia Pty Ltd,21 November 2022,"
  
  Home and garden
  Garden tools and products
  Industry, tools and machinery
  Farm equipment and supplies","
  Roundup T Weedkiller Tough
 
 5L refill pack of ready to use herbicide
 
 APVMA registration number: 66732
 
 APVMA approved label number: 112648
 
 Batch number(s): AAC2H6127, AAC2H6125, AAC1K5145,
 
 AAC2F6010, AAC2F6011
 
  
 
  See a list of details to help identify the product.","Due to packaging damage, there is a risk that the user may be exposed to the contents of the product.",Exposure to the product may cause serious eye irritation.,"Consumers should stop using the affected product. If you are in possession of a damaged container of product please contact the Evergreen Garden Care Consumer Advice Line on 1800 635 797.For further information, please direct all calls and any queries concerning the recall to the Consumer Advice Line on 1800 635 797.",Evergreen Garden Care Australia Pty Ltd(link is external),Evergreen Garden Care Australia Pty Ltd(link is external),http://www.lovethegarden.com/,Bunnings Warehouse stores,"1 March 2022
  - 16 September 2022",Nationally,Australia,Recall advertisement.pdf 191.27 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2963.pdf,Quote PRA number 2022/19611 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Kids%20Hooded%20Towel%20-%20picture.jpg?itok=mH3UEfJl,Kids Hooded Towel,Kathmandu Pty Ltd,18 November 2022,"
  
  Clothing and fashion accessories
  Clothing (sleepwear)","
  Kids Hooded towels with arm openings
 
  
 
  See a list of details to help identify the product.",The product does not comply with the labelling requirements of the mandatory safety standard for nightwear for children. The product does not have the required fire hazard label.,"Due to the loose-fitting nature of the towel, this could pose a fire risk to the wearer if exposed to a heat or flame source.","Consumers should stop using the product and return the product to Kathmandu for a replacement or refund.For further information, contact Kathmandu by phone on 1800 333 484, email recall@kathmandu.com.au(link sends email) or visit https://www.kathmandu.com.au/stores/(link is external) to find your nearest Kathmandu store.",Kathmandu Pty Ltd(link is external),Kathmandu Pty Ltd(link is external),https://www.kathmandu.com.au/,Kathmandu stores nationally.,"1 October 2022
  - 22 November 2022",NationallyOnline,China,Recall advertisement - updated 13 December 2022.pdf 125.7 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement%20-%20updated%2013%20December%202022.pdf,Quote PRA number 2022/19643 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Photograph%20Paramount%20Electric%20Recliner%20Sofa.jpg?itok=IWrvFICg,Electric Recliners and Sofas with Cupholders in the armrests,Dixie Cummings Enterprises Pty Ltd,16 November 2022,"
  
  Home and garden
  Indoor furniture and furnishings","
  Electric recliners and sofas with cupholders in the armrests
 
 Models:
 
 1. MACPHERSON / JULIET 3ERER
 
 2. MACPHERSON / JULIET 2ERER
 
 3. MACPHERSON / JULIET 1ER
 
 4. PARAMOUNT 3ERER
 
 5. PARAMOUNT 2ERER
 
 6. PARAMOUNT 1ER
 
 7. JORDAN 2ERER
 
 The sofas and recliners may be leather or fabric
 
  
 
  See a list of details to help identify the product.","During use, the electrical components in the cupholder may overheat.",Risk of fire or burns causing serious injury or death. A defect has occurred causing a fire resulting in injury and property damage.,"Consumers should check their recliner/sofa to see if it is one of the affected models and if so immediately turn off the power and unplug the power cord from the wall outlet.Consumers should then contact Dixie Cummings Enterprises Pty Ltd:
 
 • for instructions about how to disconnect the cupholder safely
 
 • to ask for assistance, if needed
 
 • to arrange for the replacement of the cupholder and insertion of a dummy plugFor further information and assistance, please contact Dixie Cummings Enterprises Pty Limited by phone on 03 97622988, email at aftersalessupport@dixiecummings.com.au(link sends email) or via the website at https://www.dixiecummings.com.au/contact-us(link is external)",Dixie Cummings Enterprises Pty Ltd(link is external),Dixie Cummings Enterprises Pty Ltd(link is external),https://www.dixiecummings.com.au/,Furniture and bedding stores,"1 September 2019
  - 16 September 2022",Nationally,China,Traders list.pdf 302.19 KB,https://www.productsafety.gov.au/system/files/Traders%20list_26.pdf,Quote PRA number 2022/19599 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Photograph%20of%20mamaRoo%20Multi-motion%20Baby%20Swing%20and%20rockaRoo%20Baby%20Rocker.jpg?itok=cfwqe9cO,4moms mamaRoo Multi-motion Baby Swing and rockaRoo Baby Rocker,The Amazing Baby Company (TABC),16 November 2022,"
  
  Baby and toddler products
  Baby rockers and bouncers
  Bassinets and cradles
  Inclined products that children fall asleep in","
  4moms mamaRoo Multi-motion Baby Swing 4.0 and rockaRoo Baby Rocker.
 
 mamaRoo Models:
 
 • 4M-005
 
 • 1026 
 
 • 1037
 
 rockaRoo Model 4M-012
 
 Consumers can find the model number on the base of the product. 
 
  
 
  See a list of details to help identify the product.","When not in use, and an infant is not secured in the swing or rocker, the restraint straps may dangle below the seat. This may lead to children becoming tangled in the strap.","If a child becomes tangled in the strap, they may be strangled.","Consumers should register their details with The Amazing Baby Company to receive a free strap fastener that will prevent the straps from extending under the swing or rocker when not in use. Please visit 4moms(link is external) to register your details.Consumers should put the product away where it cannot be accessed by children until the strap fastener has been fitted.For more information, please contact 4moms Australia at info@tabc.com.au(link sends email).",The Amazing Baby Company (TABC)(link is external),The Amazing Baby Company (TABC)(link is external),https://4moms.com.au/,Sold at specialist baby stores and online.,"14 May 2018
  - 28 September 2022",NationallyOnline,China,Recall advertisement -final.pdf 108.99 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement%20-final.pdf,Quote PRA number 2022/19612 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Sanjin%20Watermelon%20Frost%20Insufflation.jpg?itok=537t85qU,Sanjin Watermelon Frost Insufflation,Shen Neng Herbal Medicines Group Pty Ltd,15 November 2022,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  Sanjin Watermelon Frost Insufflation
 
 Batch number: A019121
 
 Expiry date: 3/12/2022
 
 ARTG 176677
 
 (Sanjin Watermelon Frost Insufflation)
 
  
 
  See a list of details to help identify the product.","The instructional leaflet enclosed with the bottle contains diagrams showing how to use the product safely. One diagram is shown out of order and with no context, this may result in users incorrectly removing the dosing component from the bottle and pouring the powder out unrestricted.",The user may experience an overdose of Boron and this could lead to serious health complications.,"Do not remove the dosing component that is provided from the bottle. Use the dosing component to administer the correct dose of the powder. Follow the correct instructions for use that are provided on the Product Defect Alert Poster and Leaflet displayed at the place of purchase.For more details see https://apps.tga.gov.au/Prod/sara/arn-detail.aspx?k=RC-2022-RN-01352-1(link is external)For further information, contact Shen Neng Herbal Medicines Group by phone on 02 9416 9831 or email at enquiries@shennenggroup.com(link sends email)",Shen Neng Herbal Medicines Group Pty Ltd,,,Three supermarkets & acupuncture clinics in NSW,,New South Wales,Taiwan,,,Quote PRA number 2022/19647 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/3%20in%201%20Pram%20Bassinet%20with%20Push%20Chair%20Set%20Black.jpg?itok=zqO4D-3M,3 in 1 Pram Bassinet with Push Chair Set,Trio Ventures Pty Ltd t/as Cuteably,14 November 2022,"
  
  Baby and toddler products
  Bassinets and cradles
  Prams and strollers","
  3 in 1 Pram Bassinet with Push Chair Set
 
 Model number 739
 
 Available in black or grey
 
  
 
  See a list of details to help identify the product.",The product does not comply with the mandatory safety standard for prams and strollers.The wording of the safety warning label on the tether strap and harness does not meet the requirements of the standard.,"The product does not have the required safety features, the product may not be used correctly, posing a risk of injury to the child.","Cuteably will contact consumers and arrange to collect the product for new warning labels to be stitched onto the tether strap and harness.Consumers can contact Cuteably via the website contact form at https://www.babypramsaustralia.com.au/contact-us/(link is external) or by phone on 1300 994 549 (Monday to Friday, 8:30am - 5:30pm AEDT) or via email at babyprams@cuteably.com.au(link sends email) or love@cuteably.com.au(link sends email)",Trio Ventures Pty Ltd t/as Cuteably(link is external),Trio Ventures Pty Ltd t/as Cuteably(link is external),https://www.babypramsaustralia.com.au/,Only online at www.babypramsaustralia.com.au(link is external),"10 July 2022
  - 25 October 2022",NationallyOnline,China,Recall advertisement - Updated 8 June 2023.pdf 413.37 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement%20-%20Updated%208%20June%202023_0.pdf,Quote PRA number 2022/19645 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Omnipod%20DASH%20Personal%20Diabetes%20Manager%20%28PDM%29.png?itok=wNw7DsqB,Omnipod DASH Personal Diabetes Manager (PDM),Insulet Australia Pty Ltd,11 November 2022,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  Omnipod DASH Personal Diabetes Manager (PDM)
 
 All serial numbers
 
 ARTG 344290
 
 (INSULET AUSTRALIA PTY LTD - Ambulatory insulin infusion administration unit/remote control system - Ambulatory insulin infusion administration unit/remote control system)
 
 The Omnipod DASH PDM is an Android mobile device used to control each Omnipod DASH system. It is used to activate/deactivate Pods, display alerts/alarms, and send insulin delivery commands for execution to the Pod. 
 
  
 
  See a list of details to help identify the product.","The product's battery pack may swell, leak fluid or overheat and could catch on fire.","If the battery overheats, this could result in a fire which can cause serious injury or death.","Insulet Corporation is implementing a software change to the PDM to limit the charging capacity to mitigate the risk of overcharging. An updated Omnipod DASH PDM will be provided to affected consumers when available.Do not charge the PDM if:
 
 i) The PDM battery compartment is bulging.
 
 ii) The PDM experiences overheating.
 
 iii) The PDM does not turn on within 45 minutes of being connected to the charger or turns off immediately after removing from the charger.The PDM can be continued to be used with caution if consumers do not experience the above issues:
 
 i) Do not remove the battery from the PDM for any reason.
 
 ii) Do not continue charging after reaching 85% of charge. Do not charge the device overnight.
 
 iii) Do not charge PDM if surrounding temperature is 31 degree C or higher. Do not charge under direct sunlight.
 
 iv) Do not charge the PDM when it feels unusually warm.
 
 v) Do not use PDM while charging.
 
 vi) Always inspect PDM before charging.For more details, see https://apps.tga.gov.au/Prod/sara/arn-detail.aspx?k=RC-2022-RN-01321-1(link is external)For further information, please contact Insulet Australia Customer Care on 1800 954 074.",Insulet Australia Pty Ltd(link is external),Insulet Australia Pty Ltd(link is external),https://www.omnipod.com/en-au/about-insulet,,,Nationally,United States,,,Quote PRA number 2022/19640 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/E-glide%20Ultra%20%28KS-X1%20ULTRA%29_0.jpg?itok=gMzV96_P,E-glide Ultra Scooter - Model KS-X1 ULTRA,Freestyle Distribution Pty Ltd,11 November 2022,"
  
  Vehicles (unregistered or off-road)
  Bikes and scooters (electric)","
  E-Glide Ultra Electric Scooter
 
  
 
  See a list of details to help identify the product.","The scooter’s stem may develop a wobble, crack or fracture during use.","If the stem of the scooter fractures while the scooter is being ridden, there is an increased risk of an accident or serious injury or death to the rider.","Consumers should immediately stop using the scooter and take it to their nearest Scooter Hut store (regardless of where purchased). Scooter Hut will exchange the scooter with a similar replacement model - the InMotion S1 Electric Scooter.If consumers have had the stem of their scooter replaced or repaired previously, these instructions still apply.Consumers can find their nearest Scooter Hut store at https://scooterhut.com.au/store-locations/(link is external)For further information, contact Freestyle Distribution by emailing recall@scooterhut.com.au(link sends email)",Freestyle Distribution Pty Ltd,,,,"10 February 2022
  - 30 September 2022",NationallyOnline,China,Trader list.xlsx 10.8 KB,https://www.productsafety.gov.au/system/files/Trader%20list_10.xlsx,Quote PRA number 2022/19624 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Dometic%20Steering%20Cable.jpg?itok=udIspZE7,"Dometic Steering Cable - Rotary Steering, Rack Steering and Kicker Cable Models",Aus Holdco Pty Ltd trading as BLA,10 November 2022,"
  
  Vehicle accessories (registered)
  Boat parts and accessories","
  Dometic (Seastar) Steering Cable installed in boats with mechanical steering systems.
 
 Affected models are:
 
 a) rotary steering (SSC62, SSC131, SSCX64, SS132, SS137, SS147, SSX176, SSX177),
 
 b) rack steering (SSC124, SSC134, SSCX154, SS141 and SS151)
 
 c) kicker cables (433).
 
 To find out if your steering cable is affected, check the engine end of the cable for the stamp with the product information.
 
 Affected products are within YEAR “22” and between DAY range 116 to 231 ONLY
 
  
 
  See a list of details to help identify the product.",The retaining nut that is designed to prevent the boat’s steering cable from detaching from the boat’s engine may fail.,"If the retaining nut fails, this could lead to a loss of steering control of the boat. Steering loss may cause an accident, resulting in death or injury to the boat occupants or bystanders.","Consumers should contact the dealer who they bought the boat from to arrange for inspection and replacement of the cable if required, free of charge. Consumers should not use the boat until it has been checked and, if required, the steering cable is replaced. For more information contact BLA Australia, Monday to Friday, 8am to 4:30pm AEST on 1300 252 725 or email service@bla.com.au(link sends email)",Aus Holdco Pty Ltd trading as BLA (link is external),Aus Holdco Pty Ltd trading as BLA (link is external),https://bla.com.au/,,"1 May 2022
  - 31 July 2022",NationallyInternationalOnline,United States,Traders List.xlsx 12.35 KB,https://www.productsafety.gov.au/system/files/Traders%20List_12.xlsx,Quote PRA number 2022/19602 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Handlebar%20Whisky%20No9%20Carbon%20WSHB%20HB2662.jpg?itok=NcU19aXB,"Handlebars for certain Salsa Cutthroat and Warbird Bicycles - Whisky no9 12f carbon, Whisky no9 24f carbon, Salsa Cowbell carbon, Salsa Cowchipper carbon 38-46 and Salsa Cowchipper carbon 48-52",SCV Imports,10 November 2022,"
  
  Vehicles (unregistered or off-road)
  Bicycles and scooters (push)","
  Handlebars for certain Salsa Cutthroat and Warbird Bicycles
 
 Whisky no9 12f carbon (all sizes)
 
 Whisky no9 24f carbon (all sizes)
 
 Salsa Cowbell carbon (all sizes)
 
 Salsa Cowchipper carbon (sizes 38-46)
 
 Salsa Cowchipper carbon (sizes 48-52)
 
  
 
  See a list of details to help identify the product.",The handlebars may crack or break where the brake/shift levers are installed.,"If the handlebars cracks or breaks the rider could lose control of the bicycle and fall, leading to serious injury.","Consumers should stop using the bicycle and should contact SCV Imports to arrange for a replacement or a full refund.For further information, please contact SCV Imports by phone on 02 4353 2633 or by email info@scvimports.com.au(link sends email)",SCV Imports(link is external),SCV Imports(link is external),http://www.scvimports.com.au/,,"27 February 2018
  - 7 October 2022",NationallyOnline,Taiwan,Traders list.xlsx 10.04 KB,https://www.productsafety.gov.au/system/files/Traders%20list_111.xlsx,Quote PRA number 2022/19625 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Toy%20Watch%20front.jpg?itok=k4anwsGD,Surprise 5 - Flavoured Drink 250mL with Toy Watch,Steel City Beverage Company,10 November 2022,"
  
  Chemicals and poisons
  Hazardous materials
  Clothing and fashion accessories
  Jewellery and fashion accessories
  Electronics and technology
  Button batteries","
  Flavoured juice drinks with speciality designed bottle containing a toy that has unsecured button batteries.
 
  
 
  See a list of details to help identify the product.",The product does not comply with the mandatory safety standard for products containing button/coin batteries.The toy watch that comes with the drink does not have a secure button battery compartment that is resistant to being opened by children.,"If swallowed, a button/coin battery can become stuck in a child's throat and result in catastrophic injuries or death. Inserting button batteries into ears or noses can also lead to significant injuries.","Consumers should immediately stop using the product and keep it out of reach of children. Contact Steel City Beverage Company for a replacement or refund.For further information, please contact Steel City Beverage Company on 02 4274 7444 or accounts@steelcitybevco.com.au(link sends email)",Steel City Beverage Company(link is external),Steel City Beverage Company(link is external),https://steelcitybevco.com.au/,"Sold at petrol stations, supermarket chains and independent food stores across Australia from June 2022 to October 2022.","1 June 2022
  - 28 October 2022",NationallyOnline,China,Recall advertisement.pdf 150.94 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2954.pdf,Quote PRA number 2022/19639 when contacting a regulator about this recall.
